MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,ORIGINAL_DURATION_DAYS,PROGRESS_CHANGE,EXPENDITURE_CHANGE,COST_OVERRUN_PCT
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (KARNATAKA, TAMIL NADU)",M.D/KRIDE SWR MOR,498.7,700.64,85.0,1466.0,,,132.60477240826148
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (KARNATAKA, TAMIL NADU)",KARNATAKA RAIL INFRASTRUCTURE DEVELOPMENT COMPANY LIMITED [K-RIDE],498.7,713.85,88.3,1827.0,3.299999999999997,13.210000000000036,50.13033888109085
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (KARNATAKA, TAMIL NADU)",KARNATAKA RAIL INFRASTRUCTURE DEVELOPMENT COMPANY LIMITED [K-RIDE],498.7,698.51,88.0,1827.0,,,50.13033888109085
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (KARNATAKA, TAMIL NADU)",KARNATAKA RAIL INFRASTRUCTURE DEVELOPMENT COMPANY LIMITED [K-RIDE],498.7,713.85,88.3,1827.0,0.29999999999999716,15.340000000000032,50.13033888109085
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (BIHAR, MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],421.65,152.96,99.59,365.0,,,-45.70378275821179
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (BIHAR, MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],421.65,152.96,99.0,365.0,-0.5900000000000034,0.0,-45.70378275821179
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (BIHAR, MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],421.65,152.96,99.0,365.0,,,-45.70378275821179
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,"MULTI-STATES (BIHAR, MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",DEPARTMENT OF TELECOMMUNICATIONS [DOT],421.65,92.37,99.0,365.0,0.0,-60.59,-45.70378275821179
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, HARYANA, MAHARASHTRA, RAJASTHAN, UTTAR PRADESH)",DFCCIL,51101.0,124623.0,96.0,3655.0,,,142.6664840218391
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, HARYANA, MAHARASHTRA, RAJASTHAN, UTTAR PRADESH)",DFCCIL,51101.0,124623.0,96.0,3655.0,0.0,0.0,142.6664840218391
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, HARYANA, MAHARASHTRA, RAJASTHAN, UTTAR PRADESH)",DFCCIL,51101.0,124623.0,96.0,3655.0,,,142.6664840218391
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, HARYANA, MAHARASHTRA, RAJASTHAN, UTTAR PRADESH)",DFCCIL,51101.0,124623.0,96.0,3655.0,0.0,0.0,142.6664840218391
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,CPM/ICF,520.0,192.25,0.0,1101.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,CPM/ICF,520.0,192.25,0.0,1101.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,CPM/ICF,520.0,192.25,0.0,1101.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,CPM/ICF,520.0,192.25,0.0,1101.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL,385.0,0.0,0.0,2196.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL,385.0,0.0,0.0,2196.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,RVNL,385.0,0.0,0.0,2196.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,563.0,949.34,75.0,2196.0,,,-0.404973357015981
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,563.0,959.27,75.01,2196.0,0.010000000000005116,9.92999999999995,-0.404973357015981
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,563.0,959.27,75.01,2196.0,0.0,0.0,-0.404973357015981
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,563.0,959.27,75.01,2196.0,0.0,0.0,-0.404973357015981
MINISTRY OF RAILWAYS,RAILWAYS,PAN INDIA,RCIL,274.39,0.0,48.0,364.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,PAN INDIA,RCIL,274.39,0.0,48.0,364.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,PAN INDIA,RCIL,274.39,0.0,48.0,364.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,PAN INDIA,RCIL,274.39,0.0,48.0,364.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,2538.67,5054.69,93.0,4756.0,,,134.07847416166732
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,2538.67,5233.2,93.0,8759.0,0.0,178.51000000000022,95.27035810089536
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,2538.67,5180.78,98.0,8759.0,,,95.27035810089536
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,2538.67,5210.08,93.0,8759.0,-5.0,29.300000000000182,95.27035810089536
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,138.48,1132.25,60.0,8757.0,,,1192.9664933564413
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,138.48,1039.72,60.0,10170.0,0.0,-92.52999999999997,1231.5280184864243
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,138.48,1007.49,60.0,10170.0,,,1231.5280184864243
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,138.48,1021.11,60.0,10170.0,0.0,13.620000000000005,1231.5280184864243
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,3792.0,4825.28,93.0,9140.0,,,64.0817510548523
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,3792.0,5789.53,92.5,9140.0,-0.5,964.25,34.20358649789029
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,3792.0,5671.96,92.0,9140.0,,,34.20358649789029
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,3792.0,5752.1,92.5,9140.0,0.5,80.14000000000033,34.20358649789029
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,1928.0,2164.01,56.00000000000001,6206.0,,,135.83195020746888
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1928.0,2127.3,56.99999999999999,7662.0,0.9999999999999858,-36.710000000000036,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1928.0,2120.08,56.00000000000001,7662.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1928.0,2122.08,56.00000000000001,7662.0,0.0,2.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,OFFSHORE,EAST CENTRAL RAILWAY [ECR] - I,819.0,580.51,75.0,4018.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,OFFSHORE,EAST CENTRAL RAILWAY [ECR] - I,819.0,580.51,75.0,4018.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,OFFSHORE,EAST CENTRAL RAILWAY [ECR] - I,819.0,580.51,75.0,4018.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,614.0,491.56,55.7,9173.0,,,125.43322475570034
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,614.0,491.2,55.7,9173.0,,,125.43322475570034
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,614.0,491.56,55.7,9173.0,0.0,0.36000000000001364,125.43322475570034
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,2067.0,2843.39,74.0,4374.0,,,93.09772617319787
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,2067.0,2182.46,75.6,5837.0,1.5999999999999943,-660.9299999999998,0.9675858732462507
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,2067.0,2084.14,75.3,5837.0,,,0.9675858732462507
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,2067.0,2115.74,75.5,5837.0,0.20000000000000284,31.59999999999991,0.9675858732462507
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,1605.0,2140.8,40.0,1455.0,,,63.305295950155774
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1605.0,1725.95,46.9,5478.0,6.899999999999999,-414.85000000000014,56.63551401869159
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1605.0,1711.89,46.7,5478.0,,,56.63551401869159
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1605.0,1725.95,46.9,5478.0,0.19999999999999574,14.059999999999945,56.63551401869159
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/SOUTH/MHX ECR MOR,1473.0,3041.78,95.0,,,,121.27291242362526
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1473.0,2712.19,98.2,7670.0,3.200000000000003,-329.59000000000015,95.6551255940258
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1473.0,2641.14,98.0,7670.0,,,95.6551255940258
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1473.0,2712.19,98.2,7670.0,0.20000000000000284,71.05000000000018,95.6551255940258
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",CAO/CON/SOUTH/MHX ECR MOR,1626.0,2269.03,90.0,2919.0,,,49.638991389913905
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EAST CENTRAL RAILWAY [ECR] - I,1626.0,2221.76,95.6,8400.0,5.599999999999994,-47.26999999999998,52.92865928659286
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EAST CENTRAL RAILWAY [ECR] - I,1626.0,2215.44,95.5,8400.0,,,52.92865928659286
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EAST CENTRAL RAILWAY [ECR] - I,1626.0,2221.76,95.6,8400.0,0.09999999999999432,6.320000000000164,52.92865928659286
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",CAOC/ER ER MOR,2555.0,1775.66,40.0,729.0,,,5.691976516634044
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EASTERN RAILWAY [ER] - I,2555.0,1117.17,61.9,2191.0,21.9,-658.49,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EASTERN RAILWAY [ER] - I,2555.0,1113.67,61.8,2191.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, JHARKHAND)",EASTERN RAILWAY [ER] - I,2555.0,1117.17,61.9,2191.0,0.10000000000000142,3.5,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MANIPUR,CAO/C-III/NFR NFR MOR,14323.0,16931.5,78.0,6217.0,,,52.80318369056762
MINISTRY OF RAILWAYS,RAILWAYS,MANIPUR,NORTHEAST FRONTIER RAILWAY [NFR],14323.0,16327.07,73.05,6940.0,-4.950000000000003,-604.4300000000003,52.80248551281157
MINISTRY OF RAILWAYS,RAILWAYS,MANIPUR,NORTHEAST FRONTIER RAILWAY [NFR],14323.0,16020.78,72.1,6940.0,,,52.80248551281157
MINISTRY OF RAILWAYS,RAILWAYS,MANIPUR,NORTHEAST FRONTIER RAILWAY [NFR],14323.0,16226.02,72.7,6940.0,0.6000000000000085,205.23999999999978,52.80248551281157
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, NAGALAND)",CAO/C-1/NFR NFR MOR,6663.0,6719.53,45.0,3644.0,,,129.77982890589823
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, NAGALAND)",NORTHEAST FRONTIER RAILWAY [NFR] - II,6663.0,6748.9,46.5,3289.0,1.5,29.36999999999989,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, NAGALAND)",NORTHEAST FRONTIER RAILWAY [NFR] - II,6663.0,6282.3,43.0,3289.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, NAGALAND)",NORTHEAST FRONTIER RAILWAY [NFR] - II,6663.0,6522.69,45.0,3289.0,2.0,240.38999999999942,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, MEGHALAYA)",CAO/C-II/NFR NFR MOR,1304.62,1272.35,87.0,7.0,,,9.77449372230996
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, MEGHALAYA)",NORTHEAST FRONTIER RAILWAY [NFR],1304.62,1258.8,86.16,1469.0,-0.8400000000000034,-13.549999999999955,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, MEGHALAYA)",NORTHEAST FRONTIER RAILWAY [NFR],1304.62,1254.47,86.16,1469.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ASSAM, MEGHALAYA)",NORTHEAST FRONTIER RAILWAY [NFR],1304.62,1258.8,86.16,1469.0,0.0,4.329999999999927,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MEGHALAYA,NORTHEAST FRONTIER RAILWAY [NFR],8324.28,266.12,2.04,4018.0,,,0.21623491761449637
MINISTRY OF RAILWAYS,RAILWAYS,MEGHALAYA,NORTHEAST FRONTIER RAILWAY [NFR],8324.28,266.12,2.04,4018.0,,,0.21623491761449637
MINISTRY OF RAILWAYS,RAILWAYS,MEGHALAYA,NORTHEAST FRONTIER RAILWAY [NFR],8324.28,266.12,2.04,4018.0,0.0,0.0,0.21623491761449637
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ARUNACHAL PRADESH, ASSAM)",CAO/C-II/NFR NFR MOR,435.0,1057.21,67.0,729.0,,,206.77011494252872
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ARUNACHAL PRADESH, ASSAM)",NORTHEAST FRONTIER RAILWAY [NFR] - II,435.0,887.87,72.0,731.0,5.0,-169.34000000000003,187.35632183908046
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ARUNACHAL PRADESH, ASSAM)",NORTHEAST FRONTIER RAILWAY [NFR] - II,435.0,853.0,68.0,731.0,,,187.35632183908046
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ARUNACHAL PRADESH, ASSAM)",NORTHEAST FRONTIER RAILWAY [NFR] - II,435.0,867.76,70.0,731.0,2.0,14.759999999999991,187.35632183908046
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",CAOC/NR NR MOR,2018.0,2934.27,84.0,15262.0,,,101.98959365708622
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",NORTHEN RAILWAY [NR],2018.0,2398.08,85.5,14501.0,1.5,-536.19,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",NORTHEN RAILWAY [NR],2018.0,2384.29,84.0,14501.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",NORTHEN RAILWAY [NR],2018.0,2398.08,85.5,14501.0,1.5,13.789999999999964,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MADHYA PRADESH,CAO/C/NCR NCR MOR,2913.0,3068.75,91.0,2556.0,,,35.49605217988328
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH CENTRAL RAILWAY,2913.0,2270.23,95.0,2553.0,4.0,-798.52,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH CENTRAL RAILWAY,2913.0,2213.55,92.0,2553.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",NORTH CENTRAL RAILWAY,2913.0,2245.43,92.0,2553.0,0.0,31.879999999999654,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HARYANA, HIMACHAL PRADESH)",CAOC/NR NR MOR,1540.0,1101.73,47.0,1466.0,,,26.114935064935068
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HARYANA, HIMACHAL PRADESH)",NORTHEN RAILWAY [NR],1540.0,606.07,44.0,2932.0,-3.0,-495.65999999999997,0.008441558441565529
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HARYANA, HIMACHAL PRADESH)",NORTHEN RAILWAY [NR],1540.0,590.11,43.0,2932.0,,,0.008441558441565529
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HARYANA, HIMACHAL PRADESH)",NORTHEN RAILWAY [NR],1540.0,606.07,44.0,2932.0,1.0,15.960000000000036,0.008441558441565529
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",RVNL - II,13447.0,7781.89,64.0,4026.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",RVNL - II,13447.0,7558.16,63.0,4026.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (HIMACHAL PRADESH, PUNJAB)",RVNL - II,13447.0,7688.76,64.0,4026.0,1.0,130.60000000000036,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTARAKHAND,RVNL - II,38953.0,28828.18,77.5,2561.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTARAKHAND,RVNL - II,38953.0,28286.15,74.0,2561.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTARAKHAND,RVNL - II,38953.0,28508.86,74.5,2561.0,0.5,222.70999999999913,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (SIKKIM, WEST BENGAL)",INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],7877.0,11090.47,80.0,1826.0,,,49.48647962422241
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (SIKKIM, WEST BENGAL)",INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],7877.0,11090.47,80.0,1826.0,0.0,0.0,49.48584486479624
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (SIKKIM, WEST BENGAL)",INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],7877.0,10770.42,93.0,1826.0,,,49.48584486479624
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (SIKKIM, WEST BENGAL)",INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],7877.0,10933.68,93.1,1826.0,0.09999999999999432,163.26000000000022,49.48584486479624
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1628.0,1440.85,82.0,5841.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1628.0,1440.85,82.0,5841.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1628.0,1440.85,82.0,5841.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,RAIL VIKAS NIGAM LIMITED,1628.0,1440.85,82.0,5841.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2565.0,2412.11,71.0,3650.0,,,18.32280701754386
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2565.0,2293.26,70.0,3650.0,,,18.32280701754386
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2565.0,2373.6,70.5,3650.0,0.5,80.33999999999969,18.32280701754386
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,2501.0,1417.7,30.020000000000003,5472.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,2501.0,1417.65,30.01,5472.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ANDHRA PRADESH,SOUTH CENTRAL RAILWAY [SCR] - II,2501.0,1417.7,30.020000000000003,5472.0,0.010000000000001563,0.049999999999954525,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,SOUTH CENTRAL RAILWAY [SCR] - II,1160.0,3073.41,72.02,3654.0,,,139.74137931034483
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,SOUTH CENTRAL RAILWAY [SCR] - II,1160.0,3040.86,72.00999999999999,3654.0,,,139.74137931034483
MINISTRY OF RAILWAYS,RAILWAYS,TELANGANA,SOUTH CENTRAL RAILWAY [SCR] - II,1160.0,3073.41,72.02,3654.0,0.010000000000005116,32.54999999999973,139.74137931034483
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],4970.0,5327.55,83.36,2921.0,,,49.869617706237435
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],4970.0,5327.55,83.36,2921.0,0.0,0.0,49.869617706237435
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],4970.0,5152.72,82.0,2921.0,,,49.869617706237435
MINISTRY OF RAILWAYS,RAILWAYS,CHHATTISGARH,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],4970.0,5212.72,83.0,2921.0,1.0,60.0,49.869617706237435
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],402.0,369.48,86.5,4020.0,,,20.8955223880597
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],402.0,369.48,86.5,4020.0,0.0,0.0,20.8955223880597
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],402.0,369.28,86.26,4020.0,,,20.8955223880597
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],402.0,369.48,86.5,4020.0,0.23999999999999488,0.20000000000004547,20.8955223880597
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",CAOCWR WR MOR,456.07,4509.3,56.99999999999999,6930.0,,,1921.0121253316377
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,456.07,4166.4,55.00000000000001,5475.0,-1.9999999999999858,-342.90000000000055,671.103120135067
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,456.07,4157.76,55.00000000000001,5475.0,,,671.103120135067
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,456.07,4166.4,55.00000000000001,5475.0,0.0,8.639999999999418,671.103120135067
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",CAOCWR WR MOR,1794.0,1855.01,57.99999999999999,6214.0,,,11.128762541806026
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,1794.0,1828.91,80.5,4029.0,22.500000000000007,-26.09999999999991,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,1794.0,1819.63,80.30000000000001,4029.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (GUJARAT, MADHYA PRADESH)",WESTERN RAILWAY [WR] - II,1794.0,1826.68,80.5,4029.0,0.19999999999998863,7.0499999999999545,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",CAOCWR WR MOR,1656.25,5045.54,75.0,5838.0,,,703.8925283018867
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",WESTERN RAILWAY [WR] - II,1656.25,4606.71,83.0,6209.0,8.0,-438.8299999999999,292.44437735849056
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",WESTERN RAILWAY [WR] - II,1656.25,4606.71,83.0,6209.0,,,292.44437735849056
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",WESTERN RAILWAY [WR] - II,1656.25,4606.71,83.0,6209.0,0.0,0.0,292.44437735849056
MINISTRY OF RAILWAYS,RAILWAYS,GUJARAT,CAOCWR WR MOR,483.88,816.25,34.0,6.0,,,109.77721749194016
