MINISTRY,SECTOR,STATE,AGENCY,ORIGINAL_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PERCENT,ORIGINAL_DURATION_DAYS,PROGRESS_CHANGE,EXPENDITURE_CHANGE,COST_OVERRUN_PCT
MINISTRY OF RAILWAYS,RAILWAYS,GUJARAT,WESTERN RAILWAY [WR] - II,483.88,723.52,45.0,1463.0,11.0,-92.73000000000002,114.7495246755394
MINISTRY OF RAILWAYS,RAILWAYS,GUJARAT,WESTERN RAILWAY [WR] - II,483.88,716.47,45.0,1463.0,,,114.7495246755394
MINISTRY OF RAILWAYS,RAILWAYS,GUJARAT,WESTERN RAILWAY [WR] - II,483.88,723.52,45.0,1463.0,0.0,7.0499999999999545,114.7495246755394
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1382.78,0.0,0.0,1831.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1382.78,0.0,0.0,1831.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1382.78,0.0,0.0,1831.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/SECR SECR MOR,1886.0,1015.46,69.0,1453.0,,,-0.28579003181336693
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,SOUTH EAST CENTRAL RAILWAY,1886.0,846.22,68.0,5479.0,-1.0,-169.24,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,SOUTH EAST CENTRAL RAILWAY,1886.0,809.55,66.0,5479.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,SOUTH EAST CENTRAL RAILWAY,1886.0,809.56,66.0,5479.0,0.0,0.009999999999990905,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",CE/C-4/WCR WCR MOR,8914.0,6622.82,73.0,10198.0,,,-0.0006730984967409769
MINISTRY OF RAILWAYS,RAILWAYS,MADHYA PRADESH,NORTH CENTRAL RAILWAY,8914.0,6889.55,74.0,10535.0,1.0,266.7300000000005,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MADHYA PRADESH,NORTH CENTRAL RAILWAY,8914.0,6806.95,74.0,10535.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MADHYA PRADESH,NORTH CENTRAL RAILWAY,8914.0,6889.55,74.0,10535.0,0.0,82.60000000000036,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",CPM/KOTA WCR MOR,3032.0,4498.51,86.0,8770.0,,,67.37335092348286
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",WEST CENTRAL RAILWAY [WCR] - II,3032.0,4139.87,81.0,7673.0,,,67.31530343007915
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",WEST CENTRAL RAILWAY [WCR] - II,3032.0,4170.81,82.0,7673.0,1.0,30.94000000000051,67.31530343007915
MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH CENTRAL RAILWAY,747.0,509.8,49.7,-367.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH CENTRAL RAILWAY,747.0,491.95,49.5,-367.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,RAJASTHAN,NORTH CENTRAL RAILWAY,747.0,509.8,49.7,-367.0,0.20000000000000284,17.850000000000023,0.0
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,CAOC/SR SR MOR,601.43,351.21,14.000000000000002,1828.0,,,241.41795387659414
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,MINISTRY OF RAILWAYS,601.43,641.26,0.0,1825.0,,,246.5873002676954
MINISTRY OF RAILWAYS,RAILWAYS,TAMIL NADU,MINISTRY OF RAILWAYS,601.43,351.21,14.000000000000002,1825.0,14.000000000000002,-290.05,246.5873002676954
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,CAOC/SWR SWR MOR,2842.0,2252.04,35.0,3647.0,,,29.070021111893034
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2842.0,1604.89,36.5,3647.0,1.5,-647.1499999999999,135.74947220267418
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2842.0,1539.51,34.5,3647.0,,,135.74947220267418
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,2842.0,1613.49,40.0,3647.0,5.5,73.98000000000002,135.74947220267418
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",CAOC/SWR SWR MOR,297.0,145.72,20.0,4018.0,,,69.06734006734007
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,297.0,147.99,21.5,2918.0,1.5,2.2700000000000102,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,297.0,145.78,21.0,2918.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,297.0,146.45,21.5,2918.0,0.5,0.6699999999999875,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,CAOC/SWR SWR MOR,825.0,790.72,83.0,731.0,,,26.442424242424256
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,825.0,789.58,84.8,3283.0,1.7999999999999972,-1.1399999999999864,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,825.0,774.11,84.2,3283.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,825.0,781.94,84.5,3283.0,0.29999999999999716,7.830000000000041,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,CAOC/SWR SWR MOR,5174.0,186.31,10.0,-6579.0,,,-89.6923076923077
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,5174.0,180.48,4.7,,-5.3,-5.8300000000000125,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,5174.0,178.42,4.7,,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,5174.0,178.42,4.7,,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",CAOC/SWR SWR MOR,2496.0,1906.63,65.0,1468.0,,,84.77564102564102
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,2496.0,1943.23,73.0,1828.0,8.0,36.59999999999991,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,2496.0,1898.7,72.0,1828.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH WESTERN RAILWAY [SWR] - II,2496.0,1941.02,72.5,1828.0,0.5,42.319999999999936,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,CAOC/SWR SWR MOR,1378.0,797.37,35.0,731.0,,,24.12481857764877
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1378.0,809.24,36.5,5471.0,1.5,11.870000000000005,19.666182873730044
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1378.0,797.87,36.0,5471.0,,,19.666182873730044
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1378.0,808.56,36.3,5471.0,0.29999999999999716,10.68999999999994,19.666182873730044
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,CAOC/SWR SWR MOR,1876.0,676.71,22.0,722.0,,,-3.9973347547974414
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1876.0,602.36,16.0,732.0,-6.0,-74.35000000000002,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1876.0,563.37,15.5,732.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,KARNATAKA,SOUTH WESTERN RAILWAY [SWR] - II,1876.0,613.6,15.8,732.0,0.3000000000000007,50.23000000000002,0.0
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAYS,3445.34,4053.03,47.0,4756.0,,,16.989614958175387
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAYS,3445.34,4053.03,47.0,4756.0,0.0,0.0,16.989614958175387
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAYS,3445.34,3608.59,47.0,4756.0,,,16.989614958175387
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAYS,3445.34,4043.37,47.0,4756.0,0.0,434.77999999999975,16.989614958175387
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,792.89,1159.82,73.0,4021.0,,,76.00171524423313
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,792.89,1088.38,73.0,4021.0,0.0,-71.43999999999983,76.03829030508645
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,792.89,1077.37,73.0,4021.0,,,76.03829030508645
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,792.89,1082.64,73.0,4021.0,0.0,5.270000000000209,76.03829030508645
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,540.02,836.27,88.0,3655.0,,,66.57160845894596
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,540.02,842.78,88.0,3295.0,0.0,6.509999999999991,69.72149179660012
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,540.02,835.39,88.0,3295.0,,,69.72149179660012
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,540.02,842.32,88.0,3295.0,0.0,6.930000000000064,69.72149179660012
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,1384.72,1894.7,86.0,3295.0,,,87.98818533710786
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1384.72,1841.71,86.0,3288.0,0.0,-52.99000000000001,46.85929285342884
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1384.72,1813.52,98.0,3288.0,,,46.85929285342884
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1384.72,1829.64,86.0,3288.0,-12.0,16.12000000000012,46.85929285342884
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,2081.27,3191.56,95.0,2558.0,,,70.79667702892945
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,2081.27,3111.8,92.0,2931.0,-3.0,-79.75999999999976,56.974347393658675
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,2081.27,3077.28,92.0,2931.0,,,56.974347393658675
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY,2081.27,3105.38,92.0,2931.0,0.0,28.09999999999991,56.974347393658675
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CAOC/CR CR MOR,637.95,1090.49,88.0,2928.0,,,87.25448702876399
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,637.95,1061.23,88.0,2564.0,0.0,-29.25999999999999,90.40520416960577
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,637.95,1047.02,88.0,2564.0,,,90.40520416960577
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,637.95,1049.42,88.0,2564.0,0.0,2.400000000000091,90.40520416960577
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1035.16,1843.54,100.0,2199.0,,,80.64840217937322
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1035.16,1843.54,100.0,2199.0,0.0,0.0,80.64840217937322
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1035.16,1865.44,100.0,2199.0,,,80.64840217937322
MINISTRY OF RAILWAYS,RAILWAYS,MAHARASHTRA,CENTRAL RAILWAY [CR] - II,1035.16,1842.26,100.0,2199.0,0.0,-23.180000000000064,80.64840217937322
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",CAOC/CR CR MOR,2449.91,2290.12,55.00000000000001,4009.0,,,2.421721614263378
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",CENTRAL RAILWAY [CR] - II,2449.91,2195.77,55.00000000000001,4012.0,0.0,-94.34999999999991,2.317227979803339
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",CENTRAL RAILWAY [CR] - II,2449.91,2155.76,55.00000000000001,4012.0,,,2.317227979803339
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, MAHARASHTRA)",CENTRAL RAILWAY [CR] - II,2449.91,2164.79,50.0,4012.0,-5.000000000000007,9.029999999999745,2.317227979803339
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,1284.0,1395.78,87.0,2924.0,,,24.610591900311526
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1284.0,1379.6,95.8,3294.0,8.799999999999997,-16.180000000000064,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1284.0,1352.81,95.0,3294.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1284.0,1379.6,95.8,3294.0,0.7999999999999972,26.789999999999964,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",CAO/C/ECOR ECOR MOR,1547.0,1382.17,90.0,1088.0,,,0.024563671622502208
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,1547.0,1403.9,92.55,2922.0,2.549999999999997,21.730000000000018,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,1547.0,1379.69,94.46,2922.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (CHHATTISGARH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,1547.0,1387.24,94.94,2922.0,0.480000000000004,7.5499999999999545,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",CAO/C/ECOR ECOR MOR,2500.0,2300.04,74.0,2194.0,,,43.21639999999999
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,2500.0,2217.87,73.0,2194.0,-1.0,-82.17000000000007,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,2500.0,2163.97,73.0,2194.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, ODISHA)",EAST COAST RAILWAY [ECOR] - II,2500.0,2217.87,73.0,2194.0,0.0,53.90000000000009,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,2362.0,2093.47,56.00000000000001,4029.0,,,4.240897544453856
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,2362.0,2007.83,67.67,4383.0,11.669999999999995,-85.63999999999987,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,2362.0,1962.43,74.6,4383.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,2362.0,1976.38,75.19,4383.0,0.5900000000000034,13.950000000000045,0.0
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,1000.0,758.57,25.0,737.0,,,-7.1460000000000035
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1000.0,478.83,59.0,1095.0,34.0,-279.74000000000007,-18.998
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1000.0,455.8,59.0,1095.0,,,-18.998
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1000.0,469.78,59.0,1095.0,0.0,13.979999999999961,-18.998
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,CAO/C/ECOR ECOR MOR,1173.0,2213.72,86.0,3652.0,,,158.7212276214834
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1173.0,2138.09,90.0,4009.0,4.0,-75.62999999999965,78.3461210571185
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1173.0,2120.58,89.0,4009.0,,,78.3461210571185
MINISTRY OF RAILWAYS,RAILWAYS,ODISHA,EAST COAST RAILWAY [ECOR] - II,1173.0,2138.09,90.0,4009.0,1.0,17.51000000000022,78.3461210571185
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,519.0,746.81,92.0,2923.0,,,87.58381502890172
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,519.0,412.58,100.0,3644.0,8.0,-334.22999999999996,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,519.0,401.84,97.0,3644.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,519.0,409.48,100.0,3644.0,3.0,7.640000000000043,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,1216.0,1460.42,91.0,2567.0,,,28.188322368421055
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1216.0,2102.51,93.0,2931.0,2.0,642.0900000000001,82.73026315789474
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1216.0,2097.52,92.8,2931.0,,,82.73026315789474
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1216.0,2102.51,93.0,2931.0,0.20000000000000284,4.9900000000002365,82.73026315789474
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,CAO/CON/NORTH/MHX ECR MOR,1586.0,1554.88,99.0,1829.0,,,10.015132408575028
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1586.0,1509.67,99.0,2559.0,0.0,-45.210000000000036,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1586.0,1494.93,99.0,2559.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,BIHAR,EAST CENTRAL RAILWAY [ECR] - I,1586.0,1499.23,99.0,2559.0,0.0,4.2999999999999545,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, UTTAR PRADESH)",CAOC/NER NER MOR,963.0,1000.05,95.0,3643.0,,,4.967808930425756
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, UTTAR PRADESH)",NORTH EASTERN RAILWAY [NER],963.0,918.18,96.0,3643.0,1.0,-81.87,8.618899273104882
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, UTTAR PRADESH)",NORTH EASTERN RAILWAY [NER],963.0,917.1,95.9,3643.0,,,8.618899273104882
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (BIHAR, UTTAR PRADESH)",NORTH EASTERN RAILWAY [NER],963.0,918.18,96.0,3643.0,0.09999999999999432,1.0799999999999272,8.618899273104882
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAOC/NER NER MOR,1016.0,777.21,100.0,1826.0,,,28.7027559055118
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1016.0,1058.77,88.5,2188.0,-11.5,281.55999999999995,10.039370078740157
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1016.0,1050.11,88.4,2188.0,,,10.039370078740157
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,NORTH EASTERN RAILWAY [NER],1016.0,1058.77,88.5,2188.0,0.09999999999999432,8.660000000000082,10.039370078740157
MINISTRY OF RAILWAYS,RAILWAYS,ASSAM,CAO/C-III/NFR NFR MOR,4060.0,3821.96,91.0,3284.0,,,22.75714285714285
MINISTRY OF RAILWAYS,RAILWAYS,ASSAM,NORTHEAST FRONTIER RAILWAY [NFR],4060.0,3831.06,95.16,3647.0,4.159999999999997,9.099999999999909,22.192118226600986
MINISTRY OF RAILWAYS,RAILWAYS,ASSAM,NORTHEAST FRONTIER RAILWAY [NFR],4060.0,3797.35,95.13,3647.0,,,22.192118226600986
MINISTRY OF RAILWAYS,RAILWAYS,ASSAM,NORTHEAST FRONTIER RAILWAY [NFR],4060.0,3831.06,95.16,3647.0,0.030000000000001137,33.710000000000036,22.192118226600986
MINISTRY OF RAILWAYS,RAILWAYS,DELHI,CAOC/NR NR MOR,667.0,393.68,23.0,3286.0,,,5.229385307346327
MINISTRY OF RAILWAYS,RAILWAYS,DELHI,CAO/C/NR,667.0,333.72,23.0,3652.0,0.0,-59.95999999999998,0.0
MINISTRY OF RAILWAYS,RAILWAYS,DELHI,CAO/C/NR,667.0,312.74,23.0,3652.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,DELHI,CAO/C/NR,667.0,324.17,23.0,3652.0,0.0,11.430000000000007,0.0
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAO/C-II/NR NR MOR,722.0,1216.52,80.0,2192.0,,,111.74930747922436
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAO/C/II/NR,722.0,1729.27,70.0,2922.0,-10.0,512.75,65.37396121883657
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAO/C/II/NR,722.0,1691.52,70.0,2922.0,,,65.37396121883657
MINISTRY OF RAILWAYS,RAILWAYS,UTTAR PRADESH,CAO/C/II/NR,722.0,1729.27,70.0,2922.0,0.0,37.75,65.37396121883657
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",CAO/C/NCR NCR MOR,2002.0,1943.61,98.0,731.0,,,-0.01848151848151303
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",CAO/C/NCR,2002.0,1960.31,98.0,1461.0,0.0,16.700000000000045,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",CAO/C/NCR,2002.0,1939.11,96.0,1461.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",CAO/C/NCR,2002.0,1942.49,96.0,1461.0,0.0,3.380000000000109,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",NORTH CENTRAL RAILWAY,4330.0,3102.72,73.0,2556.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",NORTH CENTRAL RAILWAY,4330.0,3102.72,73.0,2556.0,0.0,0.0,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",NORTH CENTRAL RAILWAY,4330.0,2895.52,68.0,2556.0,,,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (MADHYA PRADESH, UTTAR PRADESH)",NORTH CENTRAL RAILWAY,4330.0,3000.09,70.0,2556.0,2.0,104.57000000000016,0.0
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",CAO/C/SCOR SCOR MOR,302.0,421.36,50.0,3292.0,,,181.7019867549669
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH CENTRAL RAILWAY [SCR] - II,302.0,636.74,89.03999999999999,3296.0,39.03999999999999,215.38,79.80132450331125
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH CENTRAL RAILWAY [SCR] - II,302.0,635.72,89.03,3296.0,,,79.80132450331125
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",SOUTH CENTRAL RAILWAY [SCR] - II,302.0,636.74,89.03999999999999,3296.0,0.009999999999990905,1.0199999999999818,79.80132450331125
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",SOUTH CENTRAL RAILWAY [SCR] - II,1953.0,5192.51,95.02,4012.0,,,72.19662058371735
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",SOUTH CENTRAL RAILWAY [SCR] - II,1953.0,5178.65,95.01,4012.0,,,72.19662058371735
MINISTRY OF RAILWAYS,RAILWAYS,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",SOUTH CENTRAL RAILWAY [SCR] - II,1953.0,5192.51,95.02,4012.0,0.009999999999990905,13.860000000000582,72.19662058371735
