MINISTRY,SECTOR,SLNO,PROJECT_NAME,AGENCY,PROJECT_CODES,STATE,DATE_OF_APPROVAL,START_DATE,ORIGINAL_TARGET_DOC,REVISED_DOC,ORIGINAL_COST_RS_CRORE,REVISED_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PCT,SOURCE_PAGE,REPORT_MONTH,SOURCE_FILE,PHYSICAL_PROGRESS_PERCENT,PROJECT_ID
MINISTRY OF RAILWAYS,RAILWAYS,613.0,"RENIGUNTA 9.60 KM, WADI 7.60 KM & GOOTY 3.8 KM - BYPASS",CAO/C/SCOR SCOR MOR,705610 | - | -,"MULTI-STATES (ANDHRA PRADESH, TAMIL NADU)",1-04-16,1-08-16,1-12-25,1-03-26,302.0,850.74,421.36,0.5,84.0,JULY,Project_Monitoring_July_2026.xlsx,50.0,705610
MINISTRY OF RAILWAYS,RAILWAYS,658.0,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION [220 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705612 | N22000261 | 2087,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-03-13,1-08-14,1-02-25,1-12-25,1953.0,3363.0,5178.65,0.9501,86.0,APRIL,Project_Monitoring_April_2026.xlsx,95.00999999999999,705612
MINISTRY OF RAILWAYS,RAILWAYS,660.0,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION [220 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705612 | N22000261 | 2087,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-03-13,1-08-14,1-02-25,1-12-25,1953.0,3363.0,5192.51,0.9502,86.0,MAY,Project_Monitoring_May_2026.xlsx,95.02000000000001,705612
MINISTRY OF RAILWAYS,RAILWAYS,647.0,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION [220 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705612 | - | -,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-03-13,1-08-14,1-02-25,1-12-25,1953.0,3363.0,5192.51,0.9502,90.0,JUNE,Project_Monitoring_June_2026.xlsx,95.02000000000001,705612
MINISTRY OF RAILWAYS,RAILWAYS,706.0,THIRD LINE [NEW] BETWEEN KAZIPET - BALHARSHAH WITH ELECTRIFICATION [201.04 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705613 | N22000367 | 1773,"MULTI-STATES (MAHARASHTRA, TELANGANA)",1-09-16,1-10-16,1-01-25,1-11-25,2595.0,3071.0,4141.26,0.947,89.0,APRIL,Project_Monitoring_April_2026.xlsx,94.69999999999999,705613
MINISTRY OF RAILWAYS,RAILWAYS,708.0,THIRD LINE [NEW] BETWEEN KAZIPET - BALHARSHAH WITH ELECTRIFICATION [201.04 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705613 | N22000367 | 1773,"MULTI-STATES (MAHARASHTRA, TELANGANA)",1-09-16,1-10-16,1-01-25,1-11-25,2595.0,3071.0,4154.83,0.948,88.0,MAY,Project_Monitoring_May_2026.xlsx,94.8,705613
MINISTRY OF RAILWAYS,RAILWAYS,694.0,THIRD LINE [NEW] BETWEEN KAZIPET - BALHARSHAH WITH ELECTRIFICATION [201.04 KM],SOUTH CENTRAL RAILWAY [SCR] - II,705613 | - | -,"MULTI-STATES (MAHARASHTRA, TELANGANA)",1-09-16,1-10-16,1-01-25,1-11-25,2595.0,3071.0,4154.83,0.948,92.0,JUNE,Project_Monitoring_June_2026.xlsx,94.8,705613
MINISTRY OF RAILWAYS,RAILWAYS,676.0,JHARSUGUDA-BILASPUR FOURTH RAILWAY LINE [206 KM],SECR,705616 | N22000484 | 2001,"MULTI-STATES (CHHATTISGARH, ODISHA)",1-09-16,1-09-16,1-10-24,1-03-26,2140.0,2979.0,2260.48,0.97,87.0,APRIL,Project_Monitoring_April_2026.xlsx,97.0,705616
MINISTRY OF RAILWAYS,RAILWAYS,678.0,JHARSUGUDA-BILASPUR FOURTH RAILWAY LINE [206 KM],SECR,705616 | N22000484 | 2001,"MULTI-STATES (CHHATTISGARH, ODISHA)",1-09-16,1-09-16,1-10-24,1-03-26,2140.0,2979.0,2282.17,0.97,86.0,MAY,Project_Monitoring_May_2026.xlsx,97.0,705616
MINISTRY OF RAILWAYS,RAILWAYS,665.0,JHARSUGUDA-BILASPUR FOURTH RAILWAY LINE [206 KM],SECR,705616 | - | -,"MULTI-STATES (CHHATTISGARH, ODISHA)",1-09-16,1-09-16,1-10-24,1-03-26,2140.0,2979.0,2302.69,0.97,91.0,JUNE,Project_Monitoring_June_2026.xlsx,97.0,705616
MINISTRY OF RAILWAYS,RAILWAYS,633.0,JHARSUGUDA - BILASPUR - 4TH LINE 206 KM,CAOC/SECR SECR MOR,705616 | - | -,"MULTI-STATES (CHHATTISGARH, ODISHA)",1-09-16,1-03-16,1-10-24,1-03-26,2140.0,2978.55,2540.98,0.88,85.0,JULY,Project_Monitoring_July_2026.xlsx,88.0,705616
MINISTRY OF RAILWAYS,RAILWAYS,673.0,RAJNANDGAON - NAGPUR [KALUMNA] THIRD RAILWAY LINE [228.30 KM],SOUTH EAST CENTRAL RAILWAY [SECR] - II,705617 | N22000420 | 1851,"MULTI-STATES (CHHATTISGARH, MAHARASHTRA)",1-09-16,1-12-16,1-12-24,1-06-26,3545.0,3545.0,3639.58,0.96,87.0,APRIL,Project_Monitoring_April_2026.xlsx,96.0,705617
MINISTRY OF RAILWAYS,RAILWAYS,675.0,RAJNANDGAON - NAGPUR [KALUMNA] THIRD RAILWAY LINE [228.30 KM],SOUTH EAST CENTRAL RAILWAY [SECR] - II,705617 | N22000420 | 1851,"MULTI-STATES (CHHATTISGARH, MAHARASHTRA)",1-09-16,1-12-16,1-12-24,1-06-26,3545.0,3545.0,3655.47,0.96,86.0,MAY,Project_Monitoring_May_2026.xlsx,96.0,705617
MINISTRY OF RAILWAYS,RAILWAYS,662.0,RAJNANDGAON - NAGPUR [KALUMNA] THIRD RAILWAY LINE [228.30 KM],SOUTH EAST CENTRAL RAILWAY [SECR] - II,705617 | - | -,"MULTI-STATES (CHHATTISGARH, MAHARASHTRA)",1-09-16,1-12-16,1-12-24,1-06-26,3545.0,3545.0,3678.97,0.96,91.0,JUNE,Project_Monitoring_June_2026.xlsx,96.0,705617
MINISTRY OF RAILWAYS,RAILWAYS,628.0,RAJNANDGAON-NAGPUR - 3RD LINE 228 KM,CAOC/SECR SECR MOR,705617 | - | -,"MULTI-STATES (CHHATTISGARH, MAHARASHTRA)",1-09-16,1-12-16,1-12-24,1-06-26,3545.0,3544.92,3143.54,0.95,85.0,JULY,Project_Monitoring_July_2026.xlsx,95.0,705617
MINISTRY OF RAILWAYS,RAILWAYS,691.0,DOUBLING OF HATIA [RANCHI]-BONDAMUNDA RAIL LINE - 159 KM,SOUTH EASTERN RAILWAY - JH,705628 | N22000396 | 1802,"MULTI-STATES (JHARKHAND, ODISHA)",1-03-16,1-02-17,1-06-25,1-06-26,3029.0,3029.04,2629.17,0.92,88.0,APRIL,Project_Monitoring_April_2026.xlsx,92.0,705628
MINISTRY OF RAILWAYS,RAILWAYS,693.0,DOUBLING OF HATIA [RANCHI]-BONDAMUNDA RAIL LINE - 159 KM,SOUTH EASTERN RAILWAY - JH,705628 | N22000396 | 1802,"MULTI-STATES (JHARKHAND, ODISHA)",1-03-16,1-02-17,1-06-25,1-06-26,3029.0,3029.04,2649.22,0.94,87.0,MAY,Project_Monitoring_May_2026.xlsx,94.0,705628
MINISTRY OF RAILWAYS,RAILWAYS,680.0,DOUBLING OF HATIA [RANCHI]-BONDAMUNDA RAIL LINE - 159 KM,SOUTH EASTERN RAILWAY - JH,705628 | - | -,"MULTI-STATES (JHARKHAND, ODISHA)",1-03-16,1-02-17,1-06-25,1-06-26,3029.0,3029.04,2649.22,0.94,91.0,JUNE,Project_Monitoring_June_2026.xlsx,94.0,705628
MINISTRY OF RAILWAYS,RAILWAYS,643.0,BONDAMUNDA - RANCHI 158.50 KM,CAO/C/SER SER MOR,705628 | - | -,"MULTI-STATES (JHARKHAND, ODISHA)",1-03-16,1-02-17,1-06-25,1-06-26,3029.0,3029.04,2696.32,0.95,86.0,JULY,Project_Monitoring_July_2026.xlsx,95.0,705628
MINISTRY OF RAILWAYS,RAILWAYS,707.0,NARAYANGARH-BHADRAK 3RD LINE,SOUTH EASTERN RAILWAY [SER] - I,705629 | N22000506 | 2385,"MULTI-STATES (ODISHA, WEST BENGAL)",1-03-19,1-03-17,1-12-25,1-01-27,2400.0,3425.32,2655.21,0.77,89.0,APRIL,Project_Monitoring_April_2026.xlsx,77.0,705629
MINISTRY OF RAILWAYS,RAILWAYS,709.0,NARAYANGARH-BHADRAK 3RD LINE,SOUTH EASTERN RAILWAY [SER] - I,705629 | N22000506 | 2385,"MULTI-STATES (ODISHA, WEST BENGAL)",1-03-19,1-03-17,1-12-25,1-01-27,2400.0,3425.32,2713.19,0.82,88.0,MAY,Project_Monitoring_May_2026.xlsx,82.0,705629
MINISTRY OF RAILWAYS,RAILWAYS,695.0,NARAYANGARH-BHADRAK 3RD LINE,SOUTH EASTERN RAILWAY [SER] - I,705629 | - | -,"MULTI-STATES (ODISHA, WEST BENGAL)",1-03-19,1-03-17,1-12-25,1-01-27,2400.0,3425.32,2713.19,0.82,92.0,JUNE,Project_Monitoring_June_2026.xlsx,82.0,705629
MINISTRY OF RAILWAYS,RAILWAYS,658.0,NARAYANGARH - BHADRAK - 3RD LINE 155 KM,CAO/C/SER SER MOR,705629 | - | -,"MULTI-STATES (ODISHA, WEST BENGAL)",1-03-19,1-02-20,1-12-25,1-01-27,2400.0,3425.32,2886.02,0.84,86.0,JULY,Project_Monitoring_July_2026.xlsx,84.0,705629
MINISTRY OF RAILWAYS,RAILWAYS,659.0,VIJAYAWADA - KAZIPET BYEPASS LINE,SOUTH CENTRAL RAILWAY [SCR] - II,705632 | N22000586 | 2000,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-04-16,1-04-16,1-01-25,1-12-25,647.0,904.0,1242.64,0.9501,86.0,APRIL,Project_Monitoring_April_2026.xlsx,95.00999999999999,705632
MINISTRY OF RAILWAYS,RAILWAYS,661.0,VIJAYAWADA - KAZIPET BYEPASS LINE,SOUTH CENTRAL RAILWAY [SCR] - II,705632 | N22000586 | 2000,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-04-16,1-04-16,1-01-25,1-12-25,647.0,904.0,1249.39,0.936,86.0,MAY,Project_Monitoring_May_2026.xlsx,93.60000000000001,705632
MINISTRY OF RAILWAYS,RAILWAYS,648.0,VIJAYAWADA - KAZIPET BYEPASS LINE,SOUTH CENTRAL RAILWAY [SCR] - II,705632 | - | -,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-04-16,1-04-16,1-01-25,1-12-25,647.0,904.0,1249.39,0.936,90.0,JUNE,Project_Monitoring_June_2026.xlsx,93.60000000000001,705632
MINISTRY OF RAILWAYS,RAILWAYS,616.0,VIJAYAWADA19.50 KM & KAZIPET10.65 KM -BYEPASS LINE,CAO/C/SCOR SCOR MOR,705632 | - | -,"MULTI-STATES (ANDHRA PRADESH, TELANGANA)",1-04-16,1-01-21,1-01-25,1-12-25,647.0,827.46,705.66,0.9,85.0,JULY,Project_Monitoring_July_2026.xlsx,90.0,705632
MINISTRY OF RAILWAYS,RAILWAYS,535.0,GUNTUR-GUNTAKAL DOUBLING PROJECT,SOUTH CENTRAL RAILWAY [SCR] - II,705633 | N22000368 | 1799,ANDHRA PRADESH,1-03-17,1-11-17,1-12-25,1-12-26,3733.0,4295.0,5523.6,0.9401,81.0,APRIL,Project_Monitoring_April_2026.xlsx,94.01,705633
MINISTRY OF RAILWAYS,RAILWAYS,537.0,GUNTUR-GUNTAKAL DOUBLING PROJECT,SOUTH CENTRAL RAILWAY [SCR] - II,705633 | N22000368 | 1799,ANDHRA PRADESH,1-03-17,1-11-17,1-12-25,1-12-26,3733.0,4295.0,5552.65,0.9405,80.0,MAY,Project_Monitoring_May_2026.xlsx,94.05,705633
MINISTRY OF RAILWAYS,RAILWAYS,526.0,GUNTUR-GUNTAKAL DOUBLING PROJECT,SOUTH CENTRAL RAILWAY [SCR] - II,705633 | - | -,ANDHRA PRADESH,1-03-17,1-11-17,1-12-25,1-12-26,3733.0,4295.0,5552.65,0.9405,84.0,JUNE,Project_Monitoring_June_2026.xlsx,94.05,705633
MINISTRY OF RAILWAYS,RAILWAYS,696.0,TRIVANDRUM- KANYAKUMARI,SOUTHERN RAILWAY [SR] - I,705635 | N22000399 | 2388,"MULTI-STATES (KERALA, TAMIL NADU)",1-08-17,1-03-16,1-03-25,1-06-28,1432.0,3785.45,2909.77,0.56,88.0,APRIL,Project_Monitoring_April_2026.xlsx,56.00000000000001,705635
MINISTRY OF RAILWAYS,RAILWAYS,698.0,TRIVANDRUM- KANYAKUMARI,SOUTHERN RAILWAY [SR] - I,705635 | N22000399 | 2388,"MULTI-STATES (KERALA, TAMIL NADU)",1-08-17,1-03-16,1-03-25,1-06-28,1432.0,3785.45,3195.0,0.57,87.0,MAY,Project_Monitoring_May_2026.xlsx,56.99999999999999,705635
MINISTRY OF RAILWAYS,RAILWAYS,685.0,TRIVANDRUM- KANYAKUMARI,SOUTHERN RAILWAY [SR] - I,705635 | - | -,"MULTI-STATES (KERALA, TAMIL NADU)",1-08-17,1-03-16,1-03-25,1-06-28,1432.0,3785.45,3213.64,0.58,92.0,JUNE,Project_Monitoring_June_2026.xlsx,57.99999999999999,705635
MINISTRY OF RAILWAYS,RAILWAYS,648.0,TRIVANDRUM- KANYAKUMARI,CAO/CN/ERS SR MOR,705635 | - | -,"MULTI-STATES (KERALA, TAMIL NADU)",1-08-17,1-08-19,1-03-25,1-06-28,1432.0,3785.45,3258.97,0.59,86.0,JULY,Project_Monitoring_July_2026.xlsx,59.0,705635
MINISTRY OF RAILWAYS,RAILWAYS,614.0,KUMBALAM-TURAVUR DOUBLING PROJECT [15.59 KM],MINISTRY OF RAILWAYS,705638 | N22000620 | 1717,KERALA,1-04-23,1-04-23,1-03-27,1-03-27,813.0,802.8,126.48,0.305,84.0,APRIL,Project_Monitoring_April_2026.xlsx,30.5,705638
MINISTRY OF RAILWAYS,RAILWAYS,616.0,KUMBALAM-TURAVUR DOUBLING PROJECT [15.59 KM],MINISTRY OF RAILWAYS,705638 | N22000620 | 1717,KERALA,1-04-23,1-04-23,1-03-27,1-03-27,813.0,802.8,127.64,0.33,84.0,MAY,Project_Monitoring_May_2026.xlsx,33.0,705638
MINISTRY OF RAILWAYS,RAILWAYS,603.0,KUMBALAM-TURAVUR DOUBLING PROJECT [15.59 KM],MINISTRY OF RAILWAYS,705638 | - | -,KERALA,1-04-23,1-04-23,1-03-27,1-03-27,813.0,802.8,151.83,0.35,88.0,JUNE,Project_Monitoring_June_2026.xlsx,35.0,705638
MINISTRY OF RAILWAYS,RAILWAYS,585.0,KUMBALAM-TURAVUR - PATCH DOUBLING 15.59 KM,CAO/CN/ERS SR MOR,705638 | - | -,KERALA,1-04-23,1-10-24,1-03-27,1-03-27,813.0,1171.46,395.03,0.3,83.0,JULY,Project_Monitoring_July_2026.xlsx,30.0,705638
MINISTRY OF RAILWAYS,RAILWAYS,615.0,ERNAKULAM-KUMBALAM DOUBLING PROJECT [7.71 KM],SR-ERS,705639 | N22000619 | 1716,KERALA,1-04-23,1-04-23,1-03-28,1-02-27,601.0,595.39,308.42,0.25,84.0,APRIL,Project_Monitoring_April_2026.xlsx,25.0,705639
MINISTRY OF RAILWAYS,RAILWAYS,617.0,ERNAKULAM-KUMBALAM DOUBLING PROJECT [7.71 KM],SR-ERS,705639 | N22000619 | 1716,KERALA,1-04-23,1-04-23,1-03-28,1-02-27,601.0,595.39,309.85,0.255,84.0,MAY,Project_Monitoring_May_2026.xlsx,25.5,705639
MINISTRY OF RAILWAYS,RAILWAYS,604.0,ERNAKULAM-KUMBALAM DOUBLING PROJECT [7.71 KM],SR-ERS,705639 | - | -,KERALA,1-04-23,1-04-23,1-03-28,1-02-27,601.0,595.39,313.97,0.28,88.0,JUNE,Project_Monitoring_June_2026.xlsx,28.000000000000004,705639
MINISTRY OF RAILWAYS,RAILWAYS,586.0,ERNAKULAM-KUMBALAM - PATCH DOUBLING 7.71 KM,CAO/CN/ERS SR MOR,705639 | - | -,KERALA,1-04-23,1-10-24,1-03-28,1-02-27,601.0,827.5,312.63,0.25,83.0,JULY,Project_Monitoring_July_2026.xlsx,25.0,705639
MINISTRY OF RAILWAYS,RAILWAYS,536.0,VIJAYWADA-GUDUR 3RD LINE,RVNL - II,705648 | N22000369 | 1873,ANDHRA PRADESH,1-08-16,1-04-18,1-11-24,1-03-26,6654.0,6654.0,6170.32,0.96,81.0,APRIL,Project_Monitoring_April_2026.xlsx,96.0,705648
MINISTRY OF RAILWAYS,RAILWAYS,538.0,VIJAYWADA-GUDUR 3RD LINE,RVNL - II,705648 | N22000369 | 1873,ANDHRA PRADESH,1-08-16,1-04-18,1-11-24,1-03-26,6654.0,6654.0,6181.65,0.96,80.0,MAY,Project_Monitoring_May_2026.xlsx,96.0,705648
MINISTRY OF RAILWAYS,RAILWAYS,527.0,VIJAYWADA-GUDUR 3RD LINE,RVNL - II,705648 | - | -,ANDHRA PRADESH,1-08-16,1-04-18,1-11-24,1-03-26,6654.0,6654.0,6213.64,0.96,85.0,JUNE,Project_Monitoring_June_2026.xlsx,96.0,705648
MINISTRY OF RAILWAYS,RAILWAYS,679.0,HOSPET - TINAIGHAT - VASCO RAIL DOUBLING PROJECT,RVNL - II,705650 | N22000297 | 1470,"MULTI-STATES (GOA, KARNATAKA)",1-03-10,1-07-12,1-03-27,1-12-27,5060.0,5060.0,5304.19,0.8613,87.0,APRIL,Project_Monitoring_April_2026.xlsx,86.13,705650
MINISTRY OF RAILWAYS,RAILWAYS,681.0,HOSPET - TINAIGHAT - VASCO RAIL DOUBLING PROJECT,RVNL - II,705650 | N22000297 | 1470,"MULTI-STATES (GOA, KARNATAKA)",1-03-10,1-07-12,1-03-27,1-12-27,5060.0,5060.0,5332.52,0.862,87.0,MAY,Project_Monitoring_May_2026.xlsx,86.2,705650
MINISTRY OF RAILWAYS,RAILWAYS,668.0,HOSPET - TINAIGHAT - VASCO RAIL DOUBLING PROJECT,RVNL - II,705650 | - | -,"MULTI-STATES (GOA, KARNATAKA)",1-03-10,1-07-12,1-03-27,1-12-27,5060.0,5060.0,5511.03,0.8614,91.0,JUNE,Project_Monitoring_June_2026.xlsx,86.14,705650
MINISTRY OF RAILWAYS,RAILWAYS,617.0,SATNA-REWA RAILWAY LINE DOUBLING PROJECT,WEST CENTRAL RAILWAY [WCR] - II,705659 | N22000554 | 7289,MADHYA PRADESH,1-11-15,1-08-17,1-03-26,1-03-26,500.0,584.0,566.56,0.86,85.0,APRIL,Project_Monitoring_April_2026.xlsx,86.0,705659
MINISTRY OF RAILWAYS,RAILWAYS,619.0,SATNA-REWA RAILWAY LINE DOUBLING PROJECT,WEST CENTRAL RAILWAY [WCR] - II,705659 | N22000554 | 7289,MADHYA PRADESH,1-11-15,1-08-17,1-03-26,1-03-26,500.0,584.0,573.8,0.88,84.0,MAY,Project_Monitoring_May_2026.xlsx,88.0,705659
MINISTRY OF RAILWAYS,RAILWAYS,606.0,SATNA-REWA RAILWAY LINE DOUBLING PROJECT,WEST CENTRAL RAILWAY [WCR] - II,705659 | - | -,MADHYA PRADESH,1-11-15,1-08-17,1-03-26,1-03-26,500.0,584.0,573.8,0.88,88.0,JUNE,Project_Monitoring_June_2026.xlsx,88.0,705659
MINISTRY OF RAILWAYS,RAILWAYS,588.0,SATNA - REWA 50 KM,CE/C-4/WCR WCR MOR,705659 | - | -,MADHYA PRADESH,1-11-15,1-08-16,1-03-26,1-03-26,500.0,646.1,618.19,0.88,83.0,JULY,Project_Monitoring_July_2026.xlsx,88.0,705659
MINISTRY OF RAILWAYS,RAILWAYS,618.0,DOUBLING OF KATNI - SINGRAULI RAILWAY LINE [261 KM],INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705660 | N22000351 | 1969,MADHYA PRADESH,1-03-16,1-03-17,1-12-25,1-12-25,2445.0,4377.0,3306.78,0.811,85.0,APRIL,Project_Monitoring_April_2026.xlsx,81.10000000000001,705660
MINISTRY OF RAILWAYS,RAILWAYS,620.0,DOUBLING OF KATNI - SINGRAULI RAILWAY LINE [261 KM],INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705660 | N22000351 | 1969,MADHYA PRADESH,1-03-16,1-03-17,1-12-25,1-12-25,2445.0,4377.0,3360.89,0.812,84.0,MAY,Project_Monitoring_May_2026.xlsx,81.2,705660
MINISTRY OF RAILWAYS,RAILWAYS,607.0,DOUBLING OF KATNI - SINGRAULI RAILWAY LINE [261 KM],INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705660 | - | -,MADHYA PRADESH,1-03-16,1-03-17,1-12-25,1-12-25,2445.0,4377.0,3368.46,0.8125,88.0,JUNE,Project_Monitoring_June_2026.xlsx,81.25,705660
MINISTRY OF RAILWAYS,RAILWAYS,619.0,KATNI GRADE SEPARATOR/BYE PASS,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705661 | N22000416 | 1811,MADHYA PRADESH,1-03-16,1-09-17,1-09-24,1-09-26,1248.0,1248.0,1817.51,0.95,85.0,APRIL,Project_Monitoring_April_2026.xlsx,95.0,705661
MINISTRY OF RAILWAYS,RAILWAYS,621.0,KATNI GRADE SEPARATOR/BYE PASS,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705661 | N22000416 | 1811,MADHYA PRADESH,1-03-16,1-09-17,1-09-24,1-09-26,1248.0,1248.0,1850.38,0.95,84.0,MAY,Project_Monitoring_May_2026.xlsx,95.0,705661
MINISTRY OF RAILWAYS,RAILWAYS,608.0,KATNI GRADE SEPARATOR/BYE PASS,INDIAN RAILWAY CONSTRUCTION INTERNATIONAL LIMITED [IRCON],705661 | - | -,MADHYA PRADESH,1-03-16,1-09-17,1-09-24,1-09-26,1248.0,1248.0,1850.38,0.95,88.0,JUNE,Project_Monitoring_June_2026.xlsx,95.0,705661
MINISTRY OF RAILWAYS,RAILWAYS,589.0,KATNI - GRADE SEPARATOR / BYPASS 21.50 KM,GM IRCON KATNI WCR MOR,705661 | - | -,MADHYA PRADESH,1-08-16,1-09-17,1-09-24,1-09-26,1248.0,2300.0,1839.46,0.84,83.0,JULY,Project_Monitoring_July_2026.xlsx,84.0,705661
MINISTRY OF RAILWAYS,RAILWAYS,609.0,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM [23.08 KM] - QUADRUPLING,SOUTH WESTERN RAILWAY [SWR] - II,705663 | N22000621 | 3892,KARNATAKA,1-02-18,1-06-22,1-02-26,1-02-26,493.0,493.0,318.39,0.855,84.0,APRIL,Project_Monitoring_April_2026.xlsx,85.5,705663
MINISTRY OF RAILWAYS,RAILWAYS,611.0,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM [23.08 KM] - QUADRUPLING,SOUTH WESTERN RAILWAY [SWR] - II,705663 | N22000621 | 3892,KARNATAKA,1-02-18,1-06-22,1-02-26,1-02-26,493.0,493.0,345.82,0.858,83.0,MAY,Project_Monitoring_May_2026.xlsx,85.8,705663
MINISTRY OF RAILWAYS,RAILWAYS,598.0,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM [23.08 KM] - QUADRUPLING,SOUTH WESTERN RAILWAY [SWR] - II,705663 | - | -,KARNATAKA,1-02-18,1-06-22,1-02-26,1-02-26,493.0,493.0,337.37,0.859,88.0,JUNE,Project_Monitoring_June_2026.xlsx,85.9,705663
MINISTRY OF RAILWAYS,RAILWAYS,582.0,BANGALORE-WHITEFIELD-BANGALORE CITY-KRISHNARAJAPURAM 23.08 KM - QUADRUPLING,CPM/GS/SBC SWR MOR,705663 | - | -,KARNATAKA,1-03-18,1-05-22,1-02-26,1-02-26,493.0,717.54,459.94,0.7,83.0,JULY,Project_Monitoring_July_2026.xlsx,70.0,705663
MINISTRY OF RAILWAYS,RAILWAYS,703.0,MATHURA-JHANSI THIRD RAILWAY LINE [274 KM],RVNL - II,705667 | N22000501 | 2005,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",1-12-15,1-03-18,1-12-24,1-12-26,5961.0,5961.0,5121.42,0.9548,88.0,APRIL,Project_Monitoring_April_2026.xlsx,95.48,705667
MINISTRY OF RAILWAYS,RAILWAYS,705.0,MATHURA-JHANSI THIRD RAILWAY LINE [274 KM],RVNL - II,705667 | N22000501 | 2005,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",1-12-15,1-03-18,1-12-24,1-12-26,5961.0,5961.0,5171.79,0.9632,88.0,MAY,Project_Monitoring_May_2026.xlsx,96.32,705667
MINISTRY OF RAILWAYS,RAILWAYS,691.0,MATHURA-JHANSI THIRD RAILWAY LINE [274 KM],RVNL - II,705667 | - | -,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",1-12-15,1-03-18,1-12-24,1-12-26,5961.0,5961.0,5195.18,0.9671,92.0,JUNE,Project_Monitoring_June_2026.xlsx,96.71,705667
MINISTRY OF RAILWAYS,RAILWAYS,653.0,MATHURA-JHANSI - 3RD LINE 273.80 KM,CMD / RVNL RVNL MOR,705667 | - | -,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN, UTTAR PRADESH)",1-09-16,1-02-17,1-12-23,1-12-26,5961.0,5960.76,5725.22,0.94,86.0,JULY,Project_Monitoring_July_2026.xlsx,94.0,705667
MINISTRY OF RAILWAYS,RAILWAYS,694.0,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668 | N22000595 | 1862,"MULTI-STATES (JHARKHAND, WEST BENGAL)",1-09-16,1-01-18,1-03-25,1-06-26,3250.0,3250.0,3287.18,0.975,88.0,APRIL,Project_Monitoring_April_2026.xlsx,97.5,705668
MINISTRY OF RAILWAYS,RAILWAYS,696.0,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668 | N22000595 | 1862,"MULTI-STATES (JHARKHAND, WEST BENGAL)",1-09-16,1-01-18,1-03-25,1-06-26,3250.0,3250.0,3287.19,0.98,87.0,MAY,Project_Monitoring_May_2026.xlsx,98.0,705668
MINISTRY OF RAILWAYS,RAILWAYS,683.0,KHARAGPUR-ADITYAPUR THIRD RAIL LINE- 132 KM,RVNL - I,705668 | - | -,"MULTI-STATES (JHARKHAND, WEST BENGAL)",1-09-16,1-01-18,1-03-25,1-06-26,3250.0,3250.0,3294.29,0.98,92.0,JUNE,Project_Monitoring_June_2026.xlsx,98.0,705668
MINISTRY OF RAILWAYS,RAILWAYS,646.0,KHARAGPUR-ADITYAPUR - 3RD LINE 132 KM,CMD / RVNL RVNL MOR,705668 | - | -,"MULTI-STATES (JHARKHAND, WEST BENGAL)",1-09-16,1-11-16,1-03-25,1-06-26,3250.0,3450.0,3297.43,0.98,86.0,JULY,Project_Monitoring_July_2026.xlsx,98.0,705668
MINISTRY OF RAILWAYS,RAILWAYS,677.0,MUMBAI-AHMEDABAD HIGH SPEED RAIL PROJECT- 508 KM,NATIONAL HIGH SPEED RAIL CORPORATION [NHSRC],705728 | N22000463 | 1748,"MULTI-STATES (DADRA & NAGAR HAVELI AND DAMAN & DIU, GUJARAT, MAHARASHTRA)",1-03-15,1-09-17,1-08-27,1-12-29,108000.0,108000.0,90501.89,0.5986,87.0,APRIL,Project_Monitoring_April_2026.xlsx,59.86,705728
