MINISTRY,SECTOR,SLNO,PROJECT_NAME,AGENCY,PROJECT_CODES,STATE,DATE_OF_APPROVAL,START_DATE,ORIGINAL_TARGET_DOC,REVISED_DOC,ORIGINAL_COST_RS_CRORE,REVISED_COST_RS_CRORE,CUMULATIVE_EXPENDITURE_RS_CRORE,PHYSICAL_PROGRESS_PCT,SOURCE_PAGE,REPORT_MONTH,SOURCE_FILE,PHYSICAL_PROGRESS_PERCENT,PROJECT_ID
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,193.0,JAMNAGAR TRANSMISSION LIMITED,ADANI TRANSMISSION LIMITED,617405 | - | -,GUJARAT,1-10-24,1-10-24,1-10-26,1-09-27,4000.0,4000.0,698.0,0.24,64.0,JULY,Project_Monitoring_July_2026.xlsx,24.0,617405
MINISTRY OF RAILWAYS,RAILWAYS,699.0,RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT,NORTH WESTERN RAILWAY [NWR],617406 | - | 9722,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",1-10-15,1-05-23,1-03-28,,2417.24,2417.24,7.19,0.08,88.0,APRIL,Project_Monitoring_April_2026.xlsx,8.0,617406
MINISTRY OF RAILWAYS,RAILWAYS,701.0,RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT,NORTH WESTERN RAILWAY [NWR],617406 | - | 9722,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",1-10-15,1-05-23,1-03-28,,2417.24,2417.24,7.35,0.08,87.0,MAY,Project_Monitoring_May_2026.xlsx,8.0,617406
MINISTRY OF RAILWAYS,RAILWAYS,688.0,RATLAM- DUNGARPUR VIA BANSWARA NEW LINE PROJECT,NORTH WESTERN RAILWAY [NWR],617406 | - | -,"MULTI-STATES (MADHYA PRADESH, RAJASTHAN)",1-10-15,1-05-23,1-03-28,,2417.24,2417.24,7.7,0.08,92.0,JUNE,Project_Monitoring_June_2026.xlsx,8.0,617406
MINISTRY OF RAILWAYS,RAILWAYS,744.0,NATHDWARA- NATHDWARA TOWN NL,NORTH WESTERN RAILWAY [NWR],617408 | - | -,RAJASTHAN,1-03-19,1-04-24,1-03-27,,166.33,166.33,109.96,0.15,90.0,APRIL,Project_Monitoring_April_2026.xlsx,15.0,617408
MINISTRY OF RAILWAYS,RAILWAYS,746.0,NATHDWARA- NATHDWARA TOWN NL,NORTH WESTERN RAILWAY [NWR],617408 | - | -,RAJASTHAN,1-03-19,1-04-24,1-03-27,,166.33,166.33,112.55,0.15,89.0,MAY,Project_Monitoring_May_2026.xlsx,15.0,617408
MINISTRY OF RAILWAYS,RAILWAYS,731.0,NATHDWARA- NATHDWARA TOWN NL,NORTH WESTERN RAILWAY [NWR],617408 | - | -,RAJASTHAN,1-03-19,1-04-24,1-03-27,,166.33,166.33,112.55,0.15,94.0,JUNE,Project_Monitoring_June_2026.xlsx,15.0,617408
MINISTRY OF RAILWAYS,RAILWAYS,756.0,RAILWAY MANUFACTURING UNIT,RVNL - II,617409 | - | 9725,TELANGANA,1-07-16,1-02-23,1-12-26,1-03-26,521.36,521.36,491.87,0.9,91.0,APRIL,Project_Monitoring_April_2026.xlsx,90.0,617409
MINISTRY OF RAILWAYS,RAILWAYS,758.0,RAILWAY MANUFACTURING UNIT,RVNL - II,617409 | - | 9725,TELANGANA,1-07-16,1-02-23,1-12-26,1-03-26,521.36,521.36,492.08,0.9,90.0,MAY,Project_Monitoring_May_2026.xlsx,90.0,617409
MINISTRY OF RAILWAYS,RAILWAYS,742.0,RAILWAY MANUFACTURING UNIT,RVNL - II,617409 | - | -,TELANGANA,1-07-16,1-02-23,1-12-26,1-03-26,521.36,521.36,492.12,0.91,94.0,JUNE,Project_Monitoring_June_2026.xlsx,91.0,617409
MINISTRY OF RAILWAYS,RAILWAYS,697.0,RAILWAY MANUFACTURING UNIT,RVNL - II,617409 | - | -,TELANGANA,1-07-16,1-02-23,1-12-26,1-03-26,521.36,521.36,492.12,0.91,88.0,JULY,Project_Monitoring_July_2026.xlsx,91.0,617409
MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,257.0,"CONSTRUCTION OF ONE TOWER OF OFFICE COMPLEX AND ANOTHER TOWER OF RESIDENTIAL QUARTERS CONSISTING OF 10NOS. TYPE-V, 10NOS. TYPE-VI & 1NO.TYPE-VII QUARTERS I/C INTERNAL WATER SUPPLY, SANITARY INSTALLATION AND ALL DEVELOPMENT AND BULK SERVICES, HORTICULTURE WORKS ON EPC MODE-I BASIS I/C COMPREHENSIVE OPERATION AND MAINTENANCE OF CIVIL, E&M SERVICES FOR 7 YEARS AFTER COMPLETION OF ORIGINAL CONSTRUCTION WORK FOR RANGA REDDY, SECUNDERABAD, MEDCHAL, AUDITI, AUDIT-II COMMISSIONERATES OF CENTRAL TAX AT KHAJAGUDA, SERILINGAMPALLY, HYDERABAD.",CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,617412 | - | 9743,TELANGANA,1-03-24,1-11-24,1-09-27,,644.0,644.0,161.57,0.21,67.0,APRIL,Project_Monitoring_April_2026.xlsx,21.0,617412
MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,249.0,"CONSTRUCTION OF ONE TOWER OF OFFICE COMPLEX AND ANOTHER TOWER OF RESIDENTIAL QUARTERS CONSISTING OF 10NOS. TYPE-V, 10NOS. TYPE-VI & 1NO.TYPE-VII QUARTERS I/C INTERNAL WATER SUPPLY, SANITARY INSTALLATION AND ALL DEVELOPMENT AND BULK SERVICES, HORTICULTURE WORKS ON EPC MODE-I BASIS I/C COMPREHENSIVE OPERATION AND MAINTENANCE OF CIVIL, E&M SERVICES FOR 7 YEARS AFTER COMPLETION OF ORIGINAL CONSTRUCTION WORK FOR RANGA REDDY, SECUNDERABAD, MEDCHAL, AUDITI, AUDIT-II COMMISSIONERATES OF CENTRAL TAX AT KHAJAGUDA, SERILINGAMPALLY, HYDERABAD.",CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,617412 | - | 9743,TELANGANA,1-03-24,1-11-24,1-09-27,,644.0,644.0,161.57,0.22,66.0,MAY,Project_Monitoring_May_2026.xlsx,22.0,617412
MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,245.0,"CONSTRUCTION OF ONE TOWER OF OFFICE COMPLEX AND ANOTHER TOWER OF RESIDENTIAL QUARTERS CONSISTING OF 10NOS. TYPE-V, 10NOS. TYPE-VI & 1NO.TYPE-VII QUARTERS I/C INTERNAL WATER SUPPLY, SANITARY INSTALLATION AND ALL DEVELOPMENT AND BULK SERVICES, HORTICULTURE WORKS ON EPC MODE-I BASIS I/C COMPREHENSIVE OPERATION AND MAINTENANCE OF CIVIL, E&M SERVICES FOR 7 YEARS AFTER COMPLETION OF ORIGINAL CONSTRUCTION WORK FOR RANGA REDDY, SECUNDERABAD, MEDCHAL, AUDITI, AUDIT-II COMMISSIONERATES OF CENTRAL TAX AT KHAJAGUDA, SERILINGAMPALLY, HYDERABAD.",CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,617412 | - | -,TELANGANA,1-03-24,1-11-24,1-09-27,,644.0,644.0,175.79,0.23,71.0,JUNE,Project_Monitoring_June_2026.xlsx,23.0,617412
MINISTRY OF HOUSING & URBAN AFFAIRS,CONSTRUCTION,245.0,"CONSTRUCTION OF ONE TOWER OF OFFICE COMPLEX AND ANOTHER TOWER OF RESIDENTIAL QUARTERS I/C INTERNAL WATER SUPPLY, SANITARY INSTALLATION AND ALL DEVELOPMENT AND BULK SERVICES, HORTICULTURE WORKS ON EPC MODE-I BASIS I/C COMPREHENSIVE OPERATION AND MAINTENANCE OF CIVIL, E&M SERVICES FOR 7 YEARS AFTER COMPLETION OF ORIGINAL CONSTRUCTION WORK FOR RANGA REDDY, SECUNDERABAD, MEDCHAL, AUDITI, AUDIT-II COMMISSIONERATES OF CENTRAL TAX AT KHAJAGUDA, SERILINGAMPALLY, HYDERABAD.",CENTRAL PUBLIC WORKS DEPARTMENT - CPWD,617412 | - | -,TELANGANA,1-03-24,1-11-24,1-09-27,,644.0,644.0,188.69,0.26,67.0,JULY,Project_Monitoring_July_2026.xlsx,26.0,617412
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,1924.0,MOBILE CONNECTIVITY IN LEFT WING EXTREMISM [LWE] AFFECTED AREAS-PHASE 1 UPGRADATION,DEPARTMENT OF TELECOMMUNICATIONS [DOT],617413 | - | 9761,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",1-04-22,1-05-24,1-05-25,1-03-26,1884.6,1884.6,376.8,0.98,159.0,APRIL,Project_Monitoring_April_2026.xlsx,98.0,617413
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,1938.0,MOBILE CONNECTIVITY IN LEFT WING EXTREMISM [LWE] AFFECTED AREAS-PHASE 1 UPGRADATION,DEPARTMENT OF TELECOMMUNICATIONS [DOT],617413 | - | 9761,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",1-04-22,1-05-24,1-05-25,1-03-26,1884.6,1884.6,376.8,0.9828,159.0,MAY,Project_Monitoring_May_2026.xlsx,98.28,617413
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,1795.0,MOBILE CONNECTIVITY IN LEFT WING EXTREMISM [LWE] AFFECTED AREAS-PHASE 1 UPGRADATION,DEPARTMENT OF TELECOMMUNICATIONS [DOT],617413 | - | -,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",1-04-22,1-05-24,1-05-25,1-12-26,1884.6,1884.6,376.8,0.9828,157.0,JUNE,Project_Monitoring_June_2026.xlsx,98.28,617413
DEPARTMENT OF TELECOMMUNICATIONS,TELECOMMUNICATION,1709.0,MOBILE CONNECTIVITY IN LEFT WING EXTREMISM [LWE] AFFECTED AREAS-PHASE 1 UPGRADATION,DEPARTMENT OF TELECOMMUNICATIONS [DOT],617413 | - | -,"MULTI-STATES (ANDHRA PRADESH, BIHAR, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, MAHARASHTRA, ODISHA, TELANGANA, UTTAR PRADESH, WEST BENGAL)",1-04-22,1-05-24,1-05-25,1-12-26,1884.6,1884.6,376.8,0.9931,149.0,JULY,Project_Monitoring_July_2026.xlsx,99.31,617413
MINISTRY OF COAL,COAL,69.0,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE, SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA COALFIELD- REG.",BHARAT COKING COAL LIMITED [BCCL],617416 | - | 9943,JHARKHAND,1-06-25,1-07-25,1-12-28,,5940.47,5940.47,262.83,0.26,58.0,APRIL,Project_Monitoring_April_2026.xlsx,26.0,617416
MINISTRY OF COAL,COAL,68.0,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE, SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA COALFIELD- REG.",BHARAT COKING COAL LIMITED [BCCL],617416 | - | 9943,JHARKHAND,1-06-25,1-07-25,1-12-28,,5940.47,5940.47,274.27,0.28,57.0,MAY,Project_Monitoring_May_2026.xlsx,28.000000000000004,617416
MINISTRY OF COAL,COAL,67.0,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE, SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA COALFIELD- REG.",BHARAT COKING COAL LIMITED [BCCL],617416 | - | -,JHARKHAND,1-06-25,1-07-25,1-12-28,,5940.47,5940.47,327.78,0.31,62.0,JUNE,Project_Monitoring_June_2026.xlsx,31.0,617416
MINISTRY OF COAL,COAL,67.0,"REVISED JHARIA MASTER PLAN FOR DEALING WITH FIRE, SUBSIDENCE & REHABILITATION OF AFFECTED FAMILIES IN JHARIA COALFIELD- REG.",BHARAT COKING COAL LIMITED [BCCL],617416 | - | -,JHARKHAND,1-06-25,1-07-25,1-12-28,,5940.47,5940.47,520.75,0.34,58.0,JULY,Project_Monitoring_July_2026.xlsx,34.0,617416
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1960.0,BODWAD PARISAR SINCHAN YOJNA,DEPARTMENT OF WATER RESOURCES-MH,617422 | - | 9764,MAHARASHTRA,1-05-02,1-01-17,1-07-27,,1923.81,1923.81,1949.56,0.495,161.0,APRIL,Project_Monitoring_April_2026.xlsx,49.5,617422
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1967.0,BODWAD PARISAR SINCHAN YOJNA,DEPARTMENT OF WATER RESOURCES-MH,617422 | - | 9764,MAHARASHTRA,1-05-02,1-01-17,1-07-27,,1923.81,1923.81,1949.56,0.495,161.0,MAY,Project_Monitoring_May_2026.xlsx,49.5,617422
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1827.0,BODWAD PARISAR SINCHAN YOJNA,DEPARTMENT OF WATER RESOURCES-MH,617422 | - | -,MAHARASHTRA,1-05-02,1-01-17,1-07-27,,1923.81,1923.81,1949.56,0.4952,159.0,JUNE,Project_Monitoring_June_2026.xlsx,49.519999999999996,617422
"DEPARTMENT OF WATER RESOURCES, RIVER DEVELOPMENT & GR",WATER RESOURCES,1757.0,BODWAD PARISAR SINCHAN YOJNA,DEPARTMENT OF WATER RESOURCES-MH,617422 | - | -,MAHARASHTRA,1-05-02,1-01-17,1-07-27,,1923.81,1923.81,338.91,0.496,151.0,JULY,Project_Monitoring_July_2026.xlsx,49.6,617422
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,499.0,ORVAKAL INDUSTRIAL AREA,NICDC,617727 | - | 9936,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2786.0,2786.0,112.0,0.0614,79.0,APRIL,Project_Monitoring_April_2026.xlsx,6.140000000000001,617727
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,499.0,ORVAKAL INDUSTRIAL AREA,NICDC,617727 | - | 9936,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2786.0,2786.0,260.49,0.1027,78.0,MAY,Project_Monitoring_May_2026.xlsx,10.27,617727
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,490.0,ORVAKAL INDUSTRIAL AREA,NICDC,617727 | - | -,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2786.0,2786.0,278.6,0.1281,83.0,JUNE,Project_Monitoring_June_2026.xlsx,12.809999999999999,617727
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,486.0,ORVAKAL INDUSTRIAL AREA,NICDC,617727 | - | -,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2786.0,2786.0,356.05,0.1622,78.0,JULY,Project_Monitoring_July_2026.xlsx,16.220000000000002,617727
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,500.0,KOPPARTHY INDUSTRIAL AREA,NICDC,617729 | - | 9937,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2136.0,2136.0,39.75,0.03,79.0,APRIL,Project_Monitoring_April_2026.xlsx,3.0,617729
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,500.0,KOPPARTHY INDUSTRIAL AREA,NICDC,617729 | - | 9937,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2136.0,2136.0,39.75,0.0507,78.0,MAY,Project_Monitoring_May_2026.xlsx,5.07,617729
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,491.0,KOPPARTHY INDUSTRIAL AREA,NICDC,617729 | - | -,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2136.0,2136.0,39.75,0.0523,83.0,JUNE,Project_Monitoring_June_2026.xlsx,5.2299999999999995,617729
DEPARTMENT FOR PROMOTION OF INDUSTRY & INTERNAL TRADE,REAL ESTATE,487.0,KOPPARTHY INDUSTRIAL AREA,NICDC,617729 | - | -,ANDHRA PRADESH,1-08-24,1-10-25,1-10-28,,2136.0,2136.0,39.75,0.0539,78.0,JULY,Project_Monitoring_July_2026.xlsx,5.390000000000001,617729
MINISTRY OF COAL,ELECTRICITY GENERATION,145.0,600 MW KHAVDA SOLAR POWER PROJECT,NLC INDIA LIMITED [NLCIL],617730 | - | 10775,GUJARAT,1-08-23,1-06-24,1-06-26,,3335.85,3335.85,2171.16,0.4,61.0,APRIL,Project_Monitoring_April_2026.xlsx,40.0,617730
MINISTRY OF COAL,ELECTRICITY GENERATION,141.0,600 MW KHAVDA SOLAR POWER PROJECT,NLC INDIA LIMITED [NLCIL],617730 | - | 10775,GUJARAT,1-08-23,1-06-24,1-06-26,,3335.85,3335.85,2254.57,0.6,60.0,MAY,Project_Monitoring_May_2026.xlsx,60.0,617730
MINISTRY OF COAL,ELECTRICITY GENERATION,140.0,600 MW KHAVDA SOLAR POWER PROJECT,NLC INDIA LIMITED [NLCIL],617730 | - | -,GUJARAT,1-08-23,1-06-24,1-06-26,1-12-26,3335.85,3335.85,2000.62,0.6,65.0,JUNE,Project_Monitoring_June_2026.xlsx,60.0,617730
MINISTRY OF COAL,ELECTRICITY GENERATION,140.0,600 MW KHAVDA SOLAR POWER PROJECT,NLC INDIA LIMITED [NLCIL],617730 | - | -,GUJARAT,1-08-23,1-06-24,1-06-26,1-12-26,3335.85,3335.85,2122.95,0.62,61.0,JULY,Project_Monitoring_July_2026.xlsx,62.0,617730
MINISTRY OF COAL,COAL,70.0,NORTH DHADU WESTERN PART OCP,NLC INDIA LIMITED [NLCIL],617764 | - | 9968,JHARKHAND,1-10-23,1-12-23,1-03-29,,1354.2,1354.2,141.98,0.4,58.0,APRIL,Project_Monitoring_April_2026.xlsx,40.0,617764
MINISTRY OF COAL,COAL,69.0,NORTH DHADU WESTERN PART OCP,NLC INDIA LIMITED [NLCIL],617764 | - | 9968,JHARKHAND,1-10-23,1-12-23,1-03-29,,1354.2,1354.2,227.34,0.4,57.0,MAY,Project_Monitoring_May_2026.xlsx,40.0,617764
MINISTRY OF COAL,COAL,68.0,NORTH DHADU WESTERN PART OCP,NLC INDIA LIMITED [NLCIL],617764 | - | -,JHARKHAND,1-10-23,1-12-23,1-03-29,,1354.2,1354.2,228.36,0.4,62.0,JUNE,Project_Monitoring_June_2026.xlsx,40.0,617764
MINISTRY OF COAL,COAL,68.0,NORTH DHADU WESTERN PART OCP,NLC INDIA LIMITED [NLCIL],617764 | - | -,JHARKHAND,1-10-23,1-12-23,1-03-29,,1354.2,1354.2,233.77,0.4,58.0,JULY,Project_Monitoring_July_2026.xlsx,40.0,617764
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,201.0,PROVISION OF ICT AUGMENTATION & BUS REACTOR AT BHUJ-II PS,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617801 | - | 9955,GUJARAT,1-03-25,1-03-25,1-12-26,1-06-27,581.74,581.74,7.08,0.015,64.0,APRIL,Project_Monitoring_April_2026.xlsx,1.5,617801
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,195.0,PROVISION OF ICT AUGMENTATION & BUS REACTOR AT BHUJ-II PS,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617801 | - | 9955,GUJARAT,1-03-25,1-03-25,1-12-26,1-06-27,581.74,581.74,11.63,0.02,63.0,MAY,Project_Monitoring_May_2026.xlsx,2.0,617801
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,193.0,PROVISION OF ICT AUGMENTATION & BUS REACTOR AT BHUJ-II PS,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617801 | - | -,GUJARAT,1-03-25,1-03-25,1-12-26,1-06-27,581.74,581.74,17.45,0.06,68.0,JUNE,Project_Monitoring_June_2026.xlsx,6.0,617801
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,194.0,PROVISION OF ICT AUGMENTATION & BUS REACTOR AT BHUJ-II PS,POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617801 | - | -,GUJARAT,1-03-25,1-03-25,1-12-26,1-06-27,581.74,581.74,17.45,0.072,64.0,JULY,Project_Monitoring_July_2026.xlsx,7.199999999999999,617801
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,218.0,AUGMENTATION OF TRANSFORMATION CAPACITY AND IMPLEMENTATION OF LINE BAYS AT MANDSAUR S/S FOR RE INTERCONNECTION [SPV NAME- POWERGRID MANDSAUR I RE TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617802 | - | -,MADHYA PRADESH,1-10-25,1-10-25,1-03-28,,319.0,319.0,12.76,0.025,65.0,APRIL,Project_Monitoring_April_2026.xlsx,2.5,617802
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,212.0,AUGMENTATION OF TRANSFORMATION CAPACITY AND IMPLEMENTATION OF LINE BAYS AT MANDSAUR S/S FOR RE INTERCONNECTION [SPV NAME- POWERGRID MANDSAUR I RE TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617802 | - | -,MADHYA PRADESH,1-10-25,1-10-25,1-03-28,,319.0,319.0,12.76,0.025,64.0,MAY,Project_Monitoring_May_2026.xlsx,2.5,617802
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,210.0,AUGMENTATION OF TRANSFORMATION CAPACITY AND IMPLEMENTATION OF LINE BAYS AT MANDSAUR S/S FOR RE INTERCONNECTION [SPV NAME- POWERGRID MANDSAUR I RE TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617802 | - | -,MADHYA PRADESH,1-10-25,1-10-25,1-03-28,,319.0,319.0,16.3,0.025,69.0,JUNE,Project_Monitoring_June_2026.xlsx,2.5,617802
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,211.0,AUGMENTATION OF TRANSFORMATION CAPACITY AND IMPLEMENTATION OF LINE BAYS AT MANDSAUR S/S FOR RE INTERCONNECTION [SPV NAME- POWERGRID MANDSAUR I RE TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617802 | - | -,MADHYA PRADESH,1-10-25,1-10-25,1-03-28,,319.0,319.0,17.23,0.048,65.0,JULY,Project_Monitoring_July_2026.xlsx,4.8,617802
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,211.0,TRANSMISSION SYSTEM STRENGTHENING AT DAVANAGERE FOR INTEGRATION OF RE GENERATION [SPV NAME - POWERGRID DAVANAGERE POWER TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617803 | - | -,KARNATAKA,1-09-25,1-09-25,1-09-27,,379.0,379.0,17.06,0.025,64.0,APRIL,Project_Monitoring_April_2026.xlsx,2.5,617803
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,205.0,TRANSMISSION SYSTEM STRENGTHENING AT DAVANAGERE FOR INTEGRATION OF RE GENERATION [SPV NAME - POWERGRID DAVANAGERE POWER TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617803 | - | -,KARNATAKA,1-09-25,1-09-25,1-09-27,,379.0,379.0,17.06,0.025,63.0,MAY,Project_Monitoring_May_2026.xlsx,2.5,617803
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,203.0,TRANSMISSION SYSTEM STRENGTHENING AT DAVANAGERE FOR INTEGRATION OF RE GENERATION [SPV NAME - POWERGRID DAVANAGERE POWER TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617803 | - | -,KARNATAKA,1-09-25,1-09-25,1-09-27,,379.0,379.0,17.06,0.025,68.0,JUNE,Project_Monitoring_June_2026.xlsx,2.5,617803
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,204.0,TRANSMISSION SYSTEM STRENGTHENING AT DAVANAGERE FOR INTEGRATION OF RE GENERATION [SPV NAME - POWERGRID DAVANAGERE POWER TRANSMISSION LIMITED],POWER GRID CORPORATION OF INDIA LIMITED [POWERGRID],617803 | - | -,KARNATAKA,1-09-25,1-09-25,1-09-27,,379.0,379.0,17.06,0.025,64.0,JULY,Project_Monitoring_July_2026.xlsx,2.5,617803
"MINISTRY OF PORTS, SHIPPING AND WATERWAYS",SHIPPING,494.0,MECHANIZATION OF BERTH NO.14 FOR HANDLING CONTAINERS AND OTHER CARGO ON DBFOT BASIS - PHASE II,NEW MANGALORE PORT AUTHORITY,617804 | - | -,KARNATAKA,1-12-23,1-06-24,1-03-27,,153.23,153.23,58.93,0.58,79.0,APRIL,Project_Monitoring_April_2026.xlsx,57.99999999999999,617804
"MINISTRY OF PORTS, SHIPPING AND WATERWAYS",SHIPPING,492.0,MECHANIZATION OF BERTH NO.14 FOR HANDLING CONTAINERS AND OTHER CARGO ON DBFOT BASIS - PHASE II,NEW MANGALORE PORT AUTHORITY,617804 | - | -,KARNATAKA,1-12-23,1-06-24,1-03-27,,153.23,153.23,65.47,0.6,78.0,MAY,Project_Monitoring_May_2026.xlsx,60.0,617804
"MINISTRY OF PORTS, SHIPPING AND WATERWAYS",SHIPPING,484.0,MECHANIZATION OF BERTH NO.14 FOR HANDLING CONTAINERS AND OTHER CARGO ON DBFOT BASIS - PHASE II,NEW MANGALORE PORT AUTHORITY,617804 | - | -,KARNATAKA,1-12-23,1-06-24,1-03-27,,153.23,153.23,97.45,0.95,82.0,JUNE,Project_Monitoring_June_2026.xlsx,95.0,617804
"MINISTRY OF PORTS, SHIPPING AND WATERWAYS",SHIPPING,482.0,MECHANIZATION OF BERTH NO.14 FOR HANDLING CONTAINERS AND OTHER CARGO ON DBFOT BASIS - PHASE II,NEW MANGALORE PORT AUTHORITY,617804 | - | -,KARNATAKA,1-12-23,1-06-24,1-03-27,,153.23,153.23,97.45,0.95,78.0,JULY,Project_Monitoring_July_2026.xlsx,95.0,617804
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,224.0,TRANSMISSION SYSTEM FOR INTEGRATION OF ANANTHAPUR 2 REZ PHASE 1 FOR 4.5 GW. SPV NAME ANANTAPURAM 2 REZ TRANSMISSION LTD,STERLITE POWER,617806 | - | 9970,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",1-08-24,1-03-25,1-03-27,,4535.99,4535.99,677.57,0.4,65.0,APRIL,Project_Monitoring_April_2026.xlsx,40.0,617806
MINISTRY OF POWER,TRANSMISSION & DISTRIBUTION,218.0,TRANSMISSION SYSTEM FOR INTEGRATION OF ANANTHAPUR 2 REZ PHASE 1 FOR 4.5 GW. SPV NAME ANANTAPURAM 2 REZ TRANSMISSION LTD,STERLITE POWER,617806 | - | 9970,"MULTI-STATES (ANDHRA PRADESH, KARNATAKA)",1-08-24,1-03-25,1-03-27,,4535.99,4535.99,1057.57,0.5,64.0,MAY,Project_Monitoring_May_2026.xlsx,50.0,617806
